xflr5 v6.59

Aetheria
T1-83.3 m/s-VLM1
QInf  =,   83.300000 ,m/s
Alpha = ,   3.100000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.432987
Cy    = ,   0.000000
Cd=,   0.012107,ICd=,    0.006955,PCd=,    0.005153
Cl   = ,-8.82067e-18
Cm   =,   -0.197281
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    0.557443, YCP=,   -0.000000, ZCP=,    0.016093 
XNP=,    0.000000
Bending =,    0.000000

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
   -4.8365,   0.6605, -1.976, 0.116368, 0.005609, 0.006989,-0.093664,-0.020896, 0.5757, 0.2452, 0.4292, 0.0000
   -4.8067,   0.6666, -1.833, 0.179646, 0.005523, 0.006258,-0.138305,-0.026886, 0.5412, 0.2998, 0.3989, 0.1415
   -4.7473,   0.6788, -1.650, 0.245692, 0.005424, 0.007211,-0.183809,-0.034219, 0.5070, 0.3673, 0.3885, 1.7391
   -4.6585,   0.6969, -1.450, 0.302849, 0.005296, 0.007710,-0.219678,-0.040133, 0.4787, 0.4451, 0.3818, 8.6611
   -4.5411,   0.7208, -1.260, 0.349160, 0.005204, 0.007695,-0.244499,-0.044425, 0.4559, 0.5063, 0.3765,28.4006
   -4.3957,   0.7505, -1.097, 0.385002, 0.005146, 0.007374,-0.259225,-0.047373, 0.4370, 0.5506, 0.3723,72.7642
   -4.2231,   0.7858, -0.966, 0.411713, 0.005107, 0.006943,-0.265705,-0.049338, 0.4217, 0.5769, 0.3691,158.2088
   -4.0245,   0.8263, -0.869, 0.430912, 0.005095, 0.006532,-0.265950,-0.050629, 0.4079, 0.5890, 0.3668,305.8951
   -3.8011,   0.8719, -0.801, 0.444135, 0.005088, 0.006207,-0.261766,-0.051470, 0.3959, 0.5901, 0.3652,541.5075
   -3.5543,   0.9223, -0.759, 0.452688, 0.005091, 0.005992,-0.254622,-0.052009, 0.3859, 0.5855, 0.3642,894.8659
   -3.2856,   0.9772, -0.738, 0.457602, 0.005099, 0.005889,-0.245636,-0.052345, 0.3780, 0.5788, 0.3637,1399.3329
   -2.9966,   1.0362, -0.734, 0.459660, 0.005108, 0.005887,-0.235622,-0.052538, 0.3709, 0.5673, 0.3636,2091.0081
   -2.6891,   1.0990, -0.745, 0.459431, 0.005118, 0.005974,-0.225146,-0.052626, 0.3649, 0.5519, 0.3638,3007.7018
   -2.3651,   1.1651, -0.769, 0.457312, 0.005127, 0.006136,-0.214584,-0.052631, 0.3595, 0.5330, 0.3644,4187.6897
   -2.0264,   1.2343, -0.804, 0.453562, 0.005138, 0.006365,-0.204173,-0.052564, 0.3548, 0.5111, 0.3652,5668.2614
   -1.6753,   1.3060, -0.850, 0.448328, 0.005145, 0.006653,-0.194040,-0.052425, 0.3517, 0.4890, 0.3662,7484.0903
   -1.3138,   1.3798, -0.908, 0.441656, 0.005153, 0.006999,-0.184233,-0.052203, 0.3497, 0.4656, 0.3675,9665.4709
   -0.9443,   1.4552, -0.980, 0.433486, 0.005163, 0.007411,-0.174723,-0.051871, 0.3489, 0.4399, 0.3689,12236.4747
   -0.5689,   1.5318, -1.072, 0.423603, 0.005169, 0.007928,-0.165385,-0.051354, 0.3500, 0.4156, 0.3705,15213.0848
   -0.1900,   1.6092, -1.213, 0.411392, 0.005175, 0.008729,-0.155836,-0.050429, 0.3515, 0.3911, 0.3719,18601.3352
    0.1900,   1.6092, -1.213, 0.411392, 0.005175, 0.008729,-0.155836,-0.050429, 0.3515, 0.3911, 0.3719,18601.3351
    0.5689,   1.5318, -1.072, 0.423603, 0.005169, 0.007928,-0.165385,-0.051354, 0.3500, 0.4156, 0.3705,15213.0847
    0.9443,   1.4552, -0.980, 0.433486, 0.005163, 0.007411,-0.174723,-0.051871, 0.3489, 0.4399, 0.3689,12236.4746
    1.3138,   1.3798, -0.908, 0.441656, 0.005153, 0.006999,-0.184233,-0.052203, 0.3497, 0.4656, 0.3675,9665.4708
    1.6753,   1.3060, -0.850, 0.448328, 0.005145, 0.006653,-0.194040,-0.052425, 0.3517, 0.4890, 0.3662,7484.0902
    2.0264,   1.2343, -0.804, 0.453562, 0.005138, 0.006365,-0.204173,-0.052564, 0.3548, 0.5111, 0.3652,5668.2613
    2.3651,   1.1651, -0.769, 0.457312, 0.005127, 0.006136,-0.214584,-0.052631, 0.3595, 0.5330, 0.3644,4187.6897
    2.6891,   1.0990, -0.745, 0.459431, 0.005118, 0.005974,-0.225146,-0.052626, 0.3649, 0.5519, 0.3638,3007.7017
    2.9966,   1.0362, -0.734, 0.459660, 0.005108, 0.005887,-0.235622,-0.052538, 0.3709, 0.5673, 0.3636,2091.0080
    3.2856,   0.9772, -0.738, 0.457602, 0.005099, 0.005889,-0.245636,-0.052345, 0.3780, 0.5788, 0.3637,1399.3329
    3.5543,   0.9223, -0.759, 0.452688, 0.005091, 0.005992,-0.254622,-0.052009, 0.3859, 0.5855, 0.3642,894.8659
    3.8011,   0.8719, -0.801, 0.444135, 0.005088, 0.006207,-0.261766,-0.051470, 0.3959, 0.5901, 0.3652,541.5075
    4.0245,   0.8263, -0.869, 0.430912, 0.005095, 0.006532,-0.265950,-0.050629, 0.4079, 0.5890, 0.3668,305.8951
    4.2231,   0.7858, -0.966, 0.411713, 0.005107, 0.006943,-0.265705,-0.049338, 0.4217, 0.5769, 0.3691,158.2088
    4.3957,   0.7505, -1.097, 0.385002, 0.005146, 0.007374,-0.259225,-0.047373, 0.4370, 0.5506, 0.3723,72.7642
    4.5411,   0.7208, -1.260, 0.349160, 0.005204, 0.007695,-0.244499,-0.044425, 0.4559, 0.5063, 0.3765,28.4006
    4.6585,   0.6969, -1.450, 0.302849, 0.005296, 0.007710,-0.219678,-0.040133, 0.4787, 0.4451, 0.3818, 8.6610
    4.7473,   0.6788, -1.650, 0.245692, 0.005424, 0.007211,-0.183809,-0.034219, 0.5070, 0.3673, 0.3885, 1.7391
    4.8067,   0.6666, -1.833, 0.179646, 0.005523, 0.006258,-0.138305,-0.026886, 0.5412, 0.2998, 0.3989, 0.1415
    4.8365,   0.6605, -1.976, 0.116368, 0.005609, 0.006989,-0.093664,-0.020896, 0.5757, 0.2452, 0.4292, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
 496,   1.971e-01,   1.675e+00,   9.893e-03,      -0.081,       0.004,       0.997,   1.917e-02,      0.6373
 497,   1.471e-01,   1.675e+00,   5.747e-03,      -0.090,       0.005,       0.996,   1.405e-02,      0.7660
 498,   1.117e-01,   1.675e+00,   2.522e-03,      -0.096,       0.005,       0.995,   8.575e-03,      1.1269
 499,   9.180e-02,   1.675e+00,   5.982e-04,      -0.099,       0.005,       0.995,   2.883e-03,      2.5672
Strip 26
 500,   1.336e+00,   2.026e+00,   1.259e-04,       0.066,       0.010,       0.998,   2.630e-03,      0.0596
 501,   1.325e+00,   2.026e+00,   8.707e-04,       0.065,       0.010,       0.998,   7.825e-03,      0.1021
 502,   1.299e+00,   2.026e+00,   2.549e-03,       0.062,       0.010,       0.998,   1.283e-02,      0.1480
 503,   1.258e+00,   2.026e+00,   5.018e-03,       0.058,       0.009,       0.998,   1.751e-02,      0.1924
 504,   1.204e+00,   2.026e+00,   8.068e-03,       0.053,       0.008,       0.999,   2.176e-02,      0.2351
 505,   1.139e+00,   2.026e+00,   1.145e-02,       0.047,       0.008,       0.999,   2.546e-02,      0.2751
 506,   1.063e+00,   2.026e+00,   1.487e-02,       0.040,       0.007,       0.999,   2.854e-02,      0.3130
 507,   9.787e-01,   2.026e+00,   1.807e-02,       0.032,       0.006,       0.999,   3.092e-02,      0.3486
 508,   8.880e-01,   2.026e+00,   2.081e-02,       0.024,       0.005,       1.000,   3.254e-02,      0.3830
 509,   7.933e-01,   2.026e+00,   2.288e-02,       0.015,       0.005,       1.000,   3.335e-02,      0.4182
 510,   6.967e-01,   2.026e+00,   2.416e-02,       0.007,       0.004,       1.000,   3.335e-02,      0.4610
 511,   6.008e-01,   2.026e+00,   2.454e-02,      -0.005,       0.004,       1.000,   3.253e-02,      0.5107
 512,   5.078e-01,   2.026e+00,   2.372e-02,      -0.023,       0.004,       1.000,   3.091e-02,      0.5365
 513,   4.201e-01,   2.026e+00,   2.137e-02,      -0.040,       0.003,       0.999,   2.854e-02,      0.5522
 514,   3.397e-01,   2.026e+00,   1.785e-02,      -0.056,       0.004,       0.998,   2.548e-02,      0.5672
 515,   2.688e-01,   2.026e+00,   1.367e-02,      -0.070,       0.004,       0.998,   2.178e-02,      0.5927
 516,   2.090e-01,   2.026e+00,   9.350e-03,      -0.081,       0.004,       0.997,   1.754e-02,      0.6483
 517,   1.617e-01,   2.026e+00,   5.432e-03,      -0.090,       0.005,       0.996,   1.285e-02,      0.7813
 518,   1.283e-01,   2.026e+00,   2.384e-03,      -0.096,       0.005,       0.995,   7.845e-03,      1.1519
 519,   1.094e-01,   2.026e+00,   5.653e-04,      -0.099,       0.005,       0.995,   2.637e-03,      2.6271
Strip 27
 520,   1.284e+00,   2.365e+00,   1.189e-04,       0.066,       0.010,       0.998,   2.386e-03,      0.0599
 521,   1.274e+00,   2.365e+00,   8.219e-04,       0.065,       0.010,       0.998,   7.097e-03,      0.1025
 522,   1.249e+00,   2.365e+00,   2.406e-03,       0.062,       0.010,       0.998,   1.163e-02,      0.1487
 523,   1.211e+00,   2.365e+00,   4.737e-03,       0.058,       0.009,       0.998,   1.588e-02,      0.1933
 524,   1.160e+00,   2.365e+00,   7.616e-03,       0.053,       0.008,       0.999,   1.973e-02,      0.2362
 525,   1.098e+00,   2.365e+00,   1.080e-02,       0.047,       0.008,       0.999,   2.309e-02,      0.2764
 526,   1.027e+00,   2.365e+00,   1.404e-02,       0.040,       0.007,       0.999,   2.589e-02,      0.3146
 527,   9.470e-01,   2.365e+00,   1.706e-02,       0.032,       0.006,       0.999,   2.804e-02,      0.3505
 528,   8.614e-01,   2.365e+00,   1.964e-02,       0.024,       0.005,       1.000,   2.951e-02,      0.3851
 529,   7.720e-01,   2.365e+00,   2.160e-02,       0.015,       0.005,       1.000,   3.025e-02,      0.4207
 530,   6.809e-01,   2.365e+00,   2.281e-02,       0.007,       0.004,       1.000,   3.024e-02,      0.4638
 531,   5.903e-01,   2.365e+00,   2.317e-02,      -0.005,       0.004,       1.000,   2.950e-02,      0.5139
 532,   5.025e-01,   2.365e+00,   2.239e-02,      -0.023,       0.004,       1.000,   2.803e-02,      0.5402
 533,   4.197e-01,   2.365e+00,   2.017e-02,      -0.040,       0.003,       0.999,   2.589e-02,      0.5565
 534,   3.438e-01,   2.365e+00,   1.685e-02,      -0.056,       0.004,       0.998,   2.310e-02,      0.5724
 535,   2.769e-01,   2.365e+00,   1.290e-02,      -0.070,       0.004,       0.998,   1.975e-02,      0.5990
 536,   2.204e-01,   2.365e+00,   8.826e-03,      -0.081,       0.004,       0.997,   1.590e-02,      0.6564
 537,   1.758e-01,   2.365e+00,   5.128e-03,      -0.090,       0.005,       0.996,   1.166e-02,      0.7926
 538,   1.443e-01,   2.365e+00,   2.250e-03,      -0.096,       0.005,       0.995,   7.115e-03,      1.1705
 539,   1.265e-01,   2.365e+00,   5.337e-04,      -0.099,       0.005,       0.995,   2.392e-03,      2.6717
Strip 28
 540,   1.235e+00,   2.689e+00,   1.121e-04,       0.066,       0.010,       0.998,   2.144e-03,      0.0600
 541,   1.225e+00,   2.689e+00,   7.752e-04,       0.065,       0.010,       0.998,   6.379e-03,      0.1028
 542,   1.201e+00,   2.689e+00,   2.269e-03,       0.062,       0.010,       0.998,   1.046e-02,      0.1490
 543,   1.165e+00,   2.689e+00,   4.468e-03,       0.058,       0.009,       0.998,   1.427e-02,      0.1937
 544,   1.118e+00,   2.689e+00,   7.183e-03,       0.053,       0.008,       0.999,   1.773e-02,      0.2368
 545,   1.059e+00,   2.689e+00,   1.019e-02,       0.047,       0.008,       0.999,   2.076e-02,      0.2771
 546,   9.918e-01,   2.689e+00,   1.324e-02,       0.040,       0.007,       0.999,   2.327e-02,      0.3154
 547,   9.167e-01,   2.689e+00,   1.609e-02,       0.032,       0.006,       0.999,   2.521e-02,      0.3515
 548,   8.360e-01,   2.689e+00,   1.853e-02,       0.024,       0.005,       1.000,   2.652e-02,      0.3862
 549,   7.516e-01,   2.689e+00,   2.037e-02,       0.015,       0.005,       1.000,   2.719e-02,      0.4219
 550,   6.657e-01,   2.689e+00,   2.151e-02,       0.007,       0.004,       1.000,   2.718e-02,      0.4653
 551,   5.802e-01,   2.689e+00,   2.185e-02,      -0.005,       0.004,       1.000,   2.652e-02,      0.5157
 552,   4.974e-01,   2.689e+00,   2.112e-02,      -0.023,       0.004,       1.000,   2.520e-02,      0.5423
 553,   4.193e-01,   2.689e+00,   1.903e-02,      -0.040,       0.003,       0.999,   2.327e-02,      0.5589
 554,   3.478e-01,   2.689e+00,   1.590e-02,      -0.056,       0.004,       0.998,   2.077e-02,      0.5754
 555,   2.846e-01,   2.689e+00,   1.217e-02,      -0.070,       0.004,       0.998,   1.775e-02,      0.6027
 556,   2.314e-01,   2.689e+00,   8.325e-03,      -0.081,       0.004,       0.997,   1.429e-02,      0.6613
 557,   1.893e-01,   2.689e+00,   4.836e-03,      -0.090,       0.005,       0.996,   1.048e-02,      0.7995
 558,   1.595e-01,   2.689e+00,   2.123e-03,      -0.096,       0.005,       0.995,   6.395e-03,      1.1820
 559,   1.427e-01,   2.689e+00,   5.034e-04,      -0.099,       0.005,       0.995,   2.150e-03,      2.6994
Strip 29
 560,   1.188e+00,   2.997e+00,   1.057e-04,       0.066,       0.010,       0.998,   1.910e-03,      0.0600
 561,   1.178e+00,   2.997e+00,   7.309e-04,       0.065,       0.010,       0.998,   5.681e-03,      0.1027
 562,   1.156e+00,   2.997e+00,   2.140e-03,       0.062,       0.010,       0.998,   9.311e-03,      0.1490
 563,   1.123e+00,   2.997e+00,   4.213e-03,       0.058,       0.009,       0.998,   1.271e-02,      0.1937
 564,   1.077e+00,   2.997e+00,   6.773e-03,       0.053,       0.008,       0.999,   1.579e-02,      0.2367
 565,   1.022e+00,   2.997e+00,   9.608e-03,       0.047,       0.008,       0.999,   1.849e-02,      0.2770
 566,   9.587e-01,   2.997e+00,   1.248e-02,       0.040,       0.007,       0.999,   2.072e-02,      0.3152
 567,   8.879e-01,   2.997e+00,   1.517e-02,       0.032,       0.006,       0.999,   2.245e-02,      0.3513
 568,   8.118e-01,   2.997e+00,   1.747e-02,       0.024,       0.005,       1.000,   2.362e-02,      0.3860
 569,   7.323e-01,   2.997e+00,   1.921e-02,       0.015,       0.005,       1.000,   2.421e-02,      0.4218
 570,   6.512e-01,   2.997e+00,   2.028e-02,       0.007,       0.004,       1.000,   2.421e-02,      0.4652
 571,   5.707e-01,   2.997e+00,   2.060e-02,      -0.005,       0.004,       1.000,   2.361e-02,      0.5156
 572,   4.926e-01,   2.997e+00,   1.991e-02,      -0.023,       0.004,       1.000,   2.244e-02,      0.5424
 573,   4.190e-01,   2.997e+00,   1.794e-02,      -0.040,       0.003,       0.999,   2.072e-02,      0.5592
 574,   3.515e-01,   2.997e+00,   1.499e-02,      -0.056,       0.004,       0.998,   1.849e-02,      0.5758
 575,   2.920e-01,   2.997e+00,   1.147e-02,      -0.070,       0.004,       0.998,   1.581e-02,      0.6035
 576,   2.417e-01,   2.997e+00,   7.849e-03,      -0.081,       0.004,       0.997,   1.273e-02,      0.6625
 577,   2.021e-01,   2.997e+00,   4.560e-03,      -0.090,       0.005,       0.996,   9.331e-03,      0.8014
 578,   1.740e-01,   2.997e+00,   2.001e-03,      -0.096,       0.005,       0.995,   5.695e-03,      1.1852
 579,   1.582e-01,   2.997e+00,   4.746e-04,      -0.099,       0.005,       0.995,   1.915e-03,      2.7075
Strip 30
 580,   1.144e+00,   3.286e+00,   9.970e-05,       0.066,       0.010,       0.998,   1.684e-03,      0.0598
 581,   1.135e+00,   3.286e+00,   6.893e-04,       0.065,       0.010,       0.998,   5.010e-03,      0.1023
 582,   1.114e+00,   3.286e+00,   2.018e-03,       0.062,       0.010,       0.998,   8.211e-03,      0.1484
 583,   1.082e+00,   3.286e+00,   3.973e-03,       0.058,       0.009,       0.998,   1.121e-02,      0.1929
 584,   1.040e+00,   3.286e+00,   6.387e-03,       0.053,       0.008,       0.999,   1.393e-02,      0.2357
 585,   9.877e-01,   3.286e+00,   9.061e-03,       0.047,       0.008,       0.999,   1.630e-02,      0.2759
 586,   9.276e-01,   3.286e+00,   1.177e-02,       0.040,       0.007,       0.999,   1.827e-02,      0.3139
 587,   8.609e-01,   3.286e+00,   1.431e-02,       0.032,       0.006,       0.999,   1.979e-02,      0.3498
 588,   7.892e-01,   3.286e+00,   1.647e-02,       0.024,       0.005,       1.000,   2.083e-02,      0.3843
 589,   7.141e-01,   3.286e+00,   1.811e-02,       0.015,       0.005,       1.000,   2.135e-02,      0.4199
 590,   6.377e-01,   3.286e+00,   1.913e-02,       0.007,       0.004,       1.000,   2.135e-02,      0.4632
 591,   5.617e-01,   3.286e+00,   1.943e-02,      -0.005,       0.004,       1.000,   2.082e-02,      0.5135
 592,   4.881e-01,   3.286e+00,   1.878e-02,      -0.023,       0.004,       1.000,   1.979e-02,      0.5401
 593,   4.186e-01,   3.286e+00,   1.692e-02,      -0.040,       0.003,       0.999,   1.827e-02,      0.5568
 594,   3.550e-01,   3.286e+00,   1.413e-02,      -0.056,       0.004,       0.998,   1.631e-02,      0.5733
 595,   2.989e-01,   3.286e+00,   1.082e-02,      -0.070,       0.004,       0.998,   1.394e-02,      0.6007
 596,   2.515e-01,   3.286e+00,   7.402e-03,      -0.081,       0.004,       0.997,   1.123e-02,      0.6592
 597,   2.141e-01,   3.286e+00,   4.301e-03,      -0.090,       0.005,       0.996,   8.228e-03,      0.7972
 598,   1.877e-01,   3.286e+00,   1.887e-03,      -0.096,       0.005,       0.995,   5.022e-03,      1.1787
 599,   1.727e-01,   3.286e+00,   4.476e-04,      -0.099,       0.005,       0.995,   1.688e-03,      2.6922
Strip 31
 600,   1.103e+00,   3.554e+00,   9.410e-05,       0.066,       0.010,       0.998,   1.469e-03,      0.0593
 601,   1.094e+00,   3.554e+00,   6.506e-04,       0.065,       0.010,       0.998,   4.371e-03,      0.1016
 602,   1.075e+00,   3.554e+00,   1.905e-03,       0.062,       0.010,       0.998,   7.164e-03,      0.1472
 603,   1.045e+00,   3.554e+00,   3.750e-03,       0.058,       0.009,       0.998,   9.779e-03,      0.1913
 604,   1.004e+00,   3.554e+00,   6.029e-03,       0.053,       0.008,       0.999,   1.215e-02,      0.2338
 605,   9.555e-01,   3.554e+00,   8.553e-03,       0.047,       0.008,       0.999,   1.422e-02,      0.2735
 606,   8.988e-01,   3.554e+00,   1.111e-02,       0.040,       0.007,       0.999,   1.594e-02,      0.3111
 607,   8.358e-01,   3.554e+00,   1.351e-02,       0.032,       0.006,       0.999,   1.727e-02,      0.3465
 608,   7.680e-01,   3.554e+00,   1.555e-02,       0.024,       0.005,       1.000,   1.817e-02,      0.3807
 609,   6.972e-01,   3.554e+00,   1.710e-02,       0.015,       0.005,       1.000,   1.863e-02,      0.4159
 610,   6.251e-01,   3.554e+00,   1.805e-02,       0.007,       0.004,       1.000,   1.863e-02,      0.4588
 611,   5.534e-01,   3.554e+00,   1.834e-02,      -0.005,       0.004,       1.000,   1.817e-02,      0.5087
 612,   4.839e-01,   3.554e+00,   1.772e-02,      -0.023,       0.004,       1.000,   1.727e-02,      0.5349
 613,   4.183e-01,   3.554e+00,   1.597e-02,      -0.040,       0.003,       0.999,   1.594e-02,      0.5511
 614,   3.583e-01,   3.554e+00,   1.334e-02,      -0.056,       0.004,       0.998,   1.423e-02,      0.5670
 615,   3.053e-01,   3.554e+00,   1.021e-02,      -0.070,       0.004,       0.998,   1.216e-02,      0.5934
 616,   2.606e-01,   3.554e+00,   6.987e-03,      -0.081,       0.004,       0.997,   9.794e-03,      0.6504
 617,   2.253e-01,   3.554e+00,   4.059e-03,      -0.090,       0.005,       0.996,   7.179e-03,      0.7855
 618,   2.003e-01,   3.554e+00,   1.781e-03,      -0.096,       0.005,       0.995,   4.382e-03,      1.1601
 619,   1.862e-01,   3.554e+00,   4.225e-04,      -0.099,       0.005,       0.995,   1.473e-03,      2.6483
Strip 32
 620,   1.065e+00,   3.801e+00,   8.896e-05,       0.066,       0.010,       0.998,   1.267e-03,      0.0586
 621,   1.057e+00,   3.801e+00,   6.151e-04,       0.065,       0.010,       0.998,   3.769e-03,      0.1002
 622,   1.039e+00,   3.801e+00,   1.801e-03,       0.062,       0.010,       0.998,   6.177e-03,      0.1453
 623,   1.010e+00,   3.801e+00,   3.545e-03,       0.058,       0.009,       0.998,   8.431e-03,      0.1887
 624,   9.722e-01,   3.801e+00,   5.699e-03,       0.053,       0.008,       0.999,   1.048e-02,      0.2304
 625,   9.258e-01,   3.801e+00,   8.085e-03,       0.047,       0.008,       0.999,   1.226e-02,      0.2694
 626,   8.722e-01,   3.801e+00,   1.050e-02,       0.040,       0.007,       0.999,   1.375e-02,      0.3063
 627,   8.127e-01,   3.801e+00,   1.277e-02,       0.032,       0.006,       0.999,   1.489e-02,      0.3411
 628,   7.487e-01,   3.801e+00,   1.470e-02,       0.024,       0.005,       1.000,   1.567e-02,      0.3745
 629,   6.817e-01,   3.801e+00,   1.616e-02,       0.015,       0.005,       1.000,   1.606e-02,      0.4090
 630,   6.135e-01,   3.801e+00,   1.707e-02,       0.007,       0.004,       1.000,   1.606e-02,      0.4512
 631,   5.457e-01,   3.801e+00,   1.734e-02,      -0.005,       0.004,       1.000,   1.566e-02,      0.5004
 632,   4.800e-01,   3.801e+00,   1.675e-02,      -0.023,       0.004,       1.000,   1.489e-02,      0.5259
 633,   4.181e-01,   3.801e+00,   1.509e-02,      -0.040,       0.003,       0.999,   1.375e-02,      0.5412
 634,   3.613e-01,   3.801e+00,   1.261e-02,      -0.056,       0.004,       0.998,   1.227e-02,      0.5559
 635,   3.112e-01,   3.801e+00,   9.655e-03,      -0.070,       0.004,       0.998,   1.049e-02,      0.5807
 636,   2.689e-01,   3.801e+00,   6.605e-03,      -0.081,       0.004,       0.997,   8.445e-03,      0.6349
 637,   2.356e-01,   3.801e+00,   3.837e-03,      -0.090,       0.005,       0.996,   6.190e-03,      0.7647
 638,   2.120e-01,   3.801e+00,   1.684e-03,      -0.096,       0.005,       0.995,   3.778e-03,      1.1268
 639,   1.986e-01,   3.801e+00,   3.994e-04,      -0.099,       0.005,       0.995,   1.270e-03,      2.5693
Strip 33
 640,   1.031e+00,   4.025e+00,   8.430e-05,       0.066,       0.010,       0.998,   1.077e-03,      0.0574
 641,   1.023e+00,   4.025e+00,   5.829e-04,       0.065,       0.010,       0.998,   3.205e-03,      0.0982
 642,   1.006e+00,   4.025e+00,   1.706e-03,       0.062,       0.010,       0.998,   5.253e-03,      0.1422
 643,   9.789e-01,   4.025e+00,   3.359e-03,       0.058,       0.009,       0.998,   7.170e-03,      0.1846
 644,   9.429e-01,   4.025e+00,   5.401e-03,       0.053,       0.008,       0.999,   8.910e-03,      0.2253
 645,   8.990e-01,   4.025e+00,   7.662e-03,       0.047,       0.008,       0.999,   1.043e-02,      0.2632
 646,   8.482e-01,   4.025e+00,   9.955e-03,       0.040,       0.007,       0.999,   1.169e-02,      0.2989
 647,   7.918e-01,   4.025e+00,   1.210e-02,       0.032,       0.006,       0.999,   1.266e-02,      0.3325
 648,   7.311e-01,   4.025e+00,   1.393e-02,       0.024,       0.005,       1.000,   1.333e-02,      0.3649
 649,   6.677e-01,   4.025e+00,   1.532e-02,       0.015,       0.005,       1.000,   1.366e-02,      0.3983
 650,   6.030e-01,   4.025e+00,   1.618e-02,       0.007,       0.004,       1.000,   1.366e-02,      0.4394
 651,   5.388e-01,   4.025e+00,   1.643e-02,      -0.005,       0.004,       1.000,   1.332e-02,      0.4876
 652,   4.766e-01,   4.025e+00,   1.588e-02,      -0.023,       0.004,       1.000,   1.266e-02,      0.5119
 653,   4.178e-01,   4.025e+00,   1.431e-02,      -0.040,       0.003,       0.999,   1.169e-02,      0.5259
 654,   3.640e-01,   4.025e+00,   1.195e-02,      -0.056,       0.004,       0.998,   1.043e-02,      0.5388
 655,   3.165e-01,   4.025e+00,   9.150e-03,      -0.070,       0.004,       0.998,   8.919e-03,      0.5610
 656,   2.765e-01,   4.025e+00,   6.259e-03,      -0.081,       0.004,       0.997,   7.182e-03,      0.6109
 657,   2.449e-01,   4.025e+00,   3.637e-03,      -0.090,       0.005,       0.996,   5.264e-03,      0.7326
 658,   2.225e-01,   4.025e+00,   1.596e-03,      -0.096,       0.005,       0.995,   3.213e-03,      1.0756
 659,   2.099e-01,   4.025e+00,   3.785e-04,      -0.099,       0.005,       0.995,   1.080e-03,      2.4478
Strip 34
 660,   1.001e+00,   4.223e+00,   8.017e-05,       0.066,       0.010,       0.998,   9.010e-04,      0.0557
 661,   9.935e-01,   4.223e+00,   5.543e-04,       0.065,       0.010,       0.998,   2.680e-03,      0.0952
 662,   9.769e-01,   4.223e+00,   1.623e-03,       0.062,       0.010,       0.998,   4.393e-03,      0.1378
 663,   9.511e-01,   4.223e+00,   3.195e-03,       0.058,       0.009,       0.998,   5.997e-03,      0.1787
 664,   9.169e-01,   4.223e+00,   5.136e-03,       0.053,       0.008,       0.999,   7.452e-03,      0.2177
 665,   8.752e-01,   4.223e+00,   7.286e-03,       0.047,       0.008,       0.999,   8.722e-03,      0.2539
 666,   8.269e-01,   4.223e+00,   9.467e-03,       0.040,       0.007,       0.999,   9.777e-03,      0.2880
 667,   7.732e-01,   4.223e+00,   1.151e-02,       0.032,       0.006,       0.999,   1.059e-02,      0.3199
 668,   7.155e-01,   4.223e+00,   1.325e-02,       0.024,       0.005,       1.000,   1.114e-02,      0.3506
 669,   6.552e-01,   4.223e+00,   1.456e-02,       0.015,       0.005,       1.000,   1.142e-02,      0.3825
 670,   5.937e-01,   4.223e+00,   1.538e-02,       0.007,       0.004,       1.000,   1.142e-02,      0.4221
 671,   5.326e-01,   4.223e+00,   1.562e-02,      -0.005,       0.004,       1.000,   1.114e-02,      0.4688
 672,   4.734e-01,   4.223e+00,   1.510e-02,      -0.023,       0.004,       1.000,   1.059e-02,      0.4915
 673,   4.176e-01,   4.223e+00,   1.360e-02,      -0.040,       0.003,       0.999,   9.777e-03,      0.5036
 674,   3.664e-01,   4.223e+00,   1.137e-02,      -0.056,       0.004,       0.998,   8.726e-03,      0.5141
 675,   3.213e-01,   4.223e+00,   8.701e-03,      -0.070,       0.004,       0.998,   7.459e-03,      0.5327
 676,   2.832e-01,   4.223e+00,   5.952e-03,      -0.081,       0.004,       0.997,   6.006e-03,      0.5767
 677,   2.531e-01,   4.223e+00,   3.458e-03,      -0.090,       0.005,       0.996,   4.402e-03,      0.6871
 678,   2.318e-01,   4.223e+00,   1.518e-03,      -0.096,       0.005,       0.995,   2.687e-03,      1.0029
 679,   2.198e-01,   4.223e+00,   3.599e-04,      -0.099,       0.005,       0.995,   9.034e-04,      2.2757
Strip 35
 680,   9.744e-01,   4.396e+00,   7.657e-05,       0.066,       0.010,       0.998,   7.374e-04,      0.0534
 681,   9.675e-01,   4.396e+00,   5.294e-04,       0.065,       0.010,       0.998,   2.194e-03,      0.0911
 682,   9.516e-01,   4.396e+00,   1.550e-03,       0.062,       0.010,       0.998,   3.596e-03,      0.1316
 683,   9.270e-01,   4.396e+00,   3.051e-03,       0.058,       0.009,       0.998,   4.908e-03,      0.1703
 684,   8.944e-01,   4.396e+00,   4.906e-03,       0.053,       0.008,       0.999,   6.099e-03,      0.2070
